name,layer_type,batch_input_shape,batch_output_shape,connected_to,params,filters,kernel_size,activation,padding,strides,pool_size,units,dtype,trainable,function_type,use_bias,axis,scale,moving_mean_initializer,bias_regularizer,moving_variance_initializer,gamma_constraint,arguments,bias_initializer,beta_regularizer,output_shape,momentum,output_shape_type,function,gamma_initializer,kernel_initializer,kernel_constraint,epsilon,beta_initializer,activity_regularizer,beta_constraint,center,bias_constraint,data_format,dilation_rate,kernel_regularizer,sparse,gamma_regularizer
block17_7,Lambda,"[(None, 12, 12, 1088), (None, 12, 12, 1088)]","(None, 12, 12, 1088)",block17_6_ac/block17_7_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.1},,,"(12, 12, 1088)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block17_7_ac,Activation,"(None, 12, 12, 1088)","(None, 12, 12, 1088)",block17_7,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_106,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 128)",block17_7_ac,139264,128,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_106,BatchNormalization,"(None, 12, 12, 128)","(None, 12, 12, 128)",conv2d_106,384,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_106,Activation,"(None, 12, 12, 128)","(None, 12, 12, 128)",batch_normalization_106,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_107,Conv2D,"(None, 12, 12, 128)","(None, 12, 12, 160)",activation_106,143360,160,"(1, 7)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_107,BatchNormalization,"(None, 12, 12, 160)","(None, 12, 12, 160)",conv2d_107,480,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_107,Activation,"(None, 12, 12, 160)","(None, 12, 12, 160)",batch_normalization_107,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_105,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 192)",block17_7_ac,208896,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_108,Conv2D,"(None, 12, 12, 160)","(None, 12, 12, 192)",activation_107,215040,192,"(7, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_105,BatchNormalization,"(None, 12, 12, 192)","(None, 12, 12, 192)",conv2d_105,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_108,BatchNormalization,"(None, 12, 12, 192)","(None, 12, 12, 192)",conv2d_108,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_105,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_105,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_108,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_108,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block17_8_mixed,Concatenate,"[(None, 12, 12, 192), (None, 12, 12, 192)]","(None, 12, 12, 384)",activation_105/activation_108,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block17_8_conv,Conv2D,"(None, 12, 12, 384)","(None, 12, 12, 1088)",block17_8_mixed,418880,1088,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block17_8,Lambda,"[(None, 12, 12, 1088), (None, 12, 12, 1088)]","(None, 12, 12, 1088)",block17_7_ac/block17_8_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.1},,,"(12, 12, 1088)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block17_8_ac,Activation,"(None, 12, 12, 1088)","(None, 12, 12, 1088)",block17_8,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_110,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 128)",block17_8_ac,139264,128,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_110,BatchNormalization,"(None, 12, 12, 128)","(None, 12, 12, 128)",conv2d_110,384,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_110,Activation,"(None, 12, 12, 128)","(None, 12, 12, 128)",batch_normalization_110,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_111,Conv2D,"(None, 12, 12, 128)","(None, 12, 12, 160)",activation_110,143360,160,"(1, 7)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_111,BatchNormalization,"(None, 12, 12, 160)","(None, 12, 12, 160)",conv2d_111,480,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_111,Activation,"(None, 12, 12, 160)","(None, 12, 12, 160)",batch_normalization_111,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_109,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 192)",block17_8_ac,208896,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_112,Conv2D,"(None, 12, 12, 160)","(None, 12, 12, 192)",activation_111,215040,192,"(7, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_109,BatchNormalization,"(None, 12, 12, 192)","(None, 12, 12, 192)",conv2d_109,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_112,BatchNormalization,"(None, 12, 12, 192)","(None, 12, 12, 192)",conv2d_112,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_109,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_109,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_112,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_112,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block17_9_mixed,Concatenate,"[(None, 12, 12, 192), (None, 12, 12, 192)]","(None, 12, 12, 384)",activation_109/activation_112,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block17_9_conv,Conv2D,"(None, 12, 12, 384)","(None, 12, 12, 1088)",block17_9_mixed,418880,1088,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block17_9,Lambda,"[(None, 12, 12, 1088), (None, 12, 12, 1088)]","(None, 12, 12, 1088)",block17_8_ac/block17_9_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.1},,,"(12, 12, 1088)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block17_9_ac,Activation,"(None, 12, 12, 1088)","(None, 12, 12, 1088)",block17_9,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_114,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 128)",block17_9_ac,139264,128,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_114,BatchNormalization,"(None, 12, 12, 128)","(None, 12, 12, 128)",conv2d_114,384,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_114,Activation,"(None, 12, 12, 128)","(None, 12, 12, 128)",batch_normalization_114,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_115,Conv2D,"(None, 12, 12, 128)","(None, 12, 12, 160)",activation_114,143360,160,"(1, 7)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_115,BatchNormalization,"(None, 12, 12, 160)","(None, 12, 12, 160)",conv2d_115,480,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_115,Activation,"(None, 12, 12, 160)","(None, 12, 12, 160)",batch_normalization_115,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_113,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 192)",block17_9_ac,208896,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_116,Conv2D,"(None, 12, 12, 160)","(None, 12, 12, 192)",activation_115,215040,192,"(7, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_113,BatchNormalization,"(None, 12, 12, 192)","(None, 12, 12, 192)",conv2d_113,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_116,BatchNormalization,"(None, 12, 12, 192)","(None, 12, 12, 192)",conv2d_116,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_113,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_113,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_116,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_116,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block17_10_mixed,Concatenate,"[(None, 12, 12, 192), (None, 12, 12, 192)]","(None, 12, 12, 384)",activation_113/activation_116,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block17_10_conv,Conv2D,"(None, 12, 12, 384)","(None, 12, 12, 1088)",block17_10_mixed,418880,1088,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block17_10,Lambda,"[(None, 12, 12, 1088), (None, 12, 12, 1088)]","(None, 12, 12, 1088)",block17_9_ac/block17_10_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.1},,,"(12, 12, 1088)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block17_10_ac,Activation,"(None, 12, 12, 1088)","(None, 12, 12, 1088)",block17_10,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_118,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 128)",block17_10_ac,139264,128,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_118,BatchNormalization,"(None, 12, 12, 128)","(None, 12, 12, 128)",conv2d_118,384,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_118,Activation,"(None, 12, 12, 128)","(None, 12, 12, 128)",batch_normalization_118,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_119,Conv2D,"(None, 12, 12, 128)","(None, 12, 12, 160)",activation_118,143360,160,"(1, 7)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_119,BatchNormalization,"(None, 12, 12, 160)","(None, 12, 12, 160)",conv2d_119,480,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_119,Activation,"(None, 12, 12, 160)","(None, 12, 12, 160)",batch_normalization_119,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_117,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 192)",block17_10_ac,208896,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_120,Conv2D,"(None, 12, 12, 160)","(None, 12, 12, 192)",activation_119,215040,192,"(7, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_117,BatchNormalization,"(None, 12, 12, 192)","(None, 12, 12, 192)",conv2d_117,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_120,BatchNormalization,"(None, 12, 12, 192)","(None, 12, 12, 192)",conv2d_120,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_117,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_117,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_120,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_120,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block17_11_mixed,Concatenate,"[(None, 12, 12, 192), (None, 12, 12, 192)]","(None, 12, 12, 384)",activation_117/activation_120,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block17_11_conv,Conv2D,"(None, 12, 12, 384)","(None, 12, 12, 1088)",block17_11_mixed,418880,1088,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block17_11,Lambda,"[(None, 12, 12, 1088), (None, 12, 12, 1088)]","(None, 12, 12, 1088)",block17_10_ac/block17_11_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.1},,,"(12, 12, 1088)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block17_11_ac,Activation,"(None, 12, 12, 1088)","(None, 12, 12, 1088)",block17_11,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_122,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 128)",block17_11_ac,139264,128,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_122,BatchNormalization,"(None, 12, 12, 128)","(None, 12, 12, 128)",conv2d_122,384,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_122,Activation,"(None, 12, 12, 128)","(None, 12, 12, 128)",batch_normalization_122,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_123,Conv2D,"(None, 12, 12, 128)","(None, 12, 12, 160)",activation_122,143360,160,"(1, 7)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_123,BatchNormalization,"(None, 12, 12, 160)","(None, 12, 12, 160)",conv2d_123,480,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_123,Activation,"(None, 12, 12, 160)","(None, 12, 12, 160)",batch_normalization_123,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_121,Conv2D,"(None, 12, 12, 1088)","(None, 12, 12, 192)",block17_11_ac,208896,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_124,Conv2D,"(None, 12, 12, 160)","(None, 12, 12, 192)",activation_123,215040,192,"(7, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_121,BatchNormalization,"(None, 12, 12, 192)","(None, 12, 12, 192)",conv2d_121,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_124,BatchNormalization,"(None, 12, 12, 192)","(None, 12, 12, 192)",conv2d_124,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_121,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_121,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_124,Activation,"(None, 12, 12, 192)","(None, 12, 12, 192)",batch_normalization_124,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block17_12_mixed,Concatenate,"[(None, 12, 12, 192), (None, 12, 12, 192)]","(None, 12, 12, 384)",activation_121/activation_124,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
