name,layer_type,batch_input_shape,batch_output_shape,connected_to,params,filters,kernel_size,activation,padding,strides,pool_size,units,dtype,trainable,use_bias,axis,scale,moving_mean_initializer,bias_regularizer,moving_variance_initializer,gamma_constraint,bias_initializer,beta_regularizer,momentum,gamma_initializer,kernel_initializer,kernel_constraint,epsilon,activity_regularizer,beta_initializer,beta_constraint,center,bias_constraint,data_format,dilation_rate,kernel_regularizer,sparse,gamma_regularizer
conv4_block6_0_relu,Activation,"(None, 14, 14, 416)","(None, 14, 14, 416)",conv4_block6_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block6_1_conv,Conv2D,"(None, 14, 14, 416)","(None, 14, 14, 128)",conv4_block6_0_relu,53248,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block6_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block6_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block6_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block6_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block6_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block6_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block6_concat,Concatenate,"[(None, 14, 14, 416), (None, 14, 14, 32)]","(None, 14, 14, 448)",conv4_block5_concat/conv4_block6_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block7_0_bn,BatchNormalization,"(None, 14, 14, 448)","(None, 14, 14, 448)",conv4_block6_concat,1792,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block7_0_relu,Activation,"(None, 14, 14, 448)","(None, 14, 14, 448)",conv4_block7_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block7_1_conv,Conv2D,"(None, 14, 14, 448)","(None, 14, 14, 128)",conv4_block7_0_relu,57344,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block7_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block7_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block7_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block7_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block7_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block7_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block7_concat,Concatenate,"[(None, 14, 14, 448), (None, 14, 14, 32)]","(None, 14, 14, 480)",conv4_block6_concat/conv4_block7_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block8_0_bn,BatchNormalization,"(None, 14, 14, 480)","(None, 14, 14, 480)",conv4_block7_concat,1920,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block8_0_relu,Activation,"(None, 14, 14, 480)","(None, 14, 14, 480)",conv4_block8_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block8_1_conv,Conv2D,"(None, 14, 14, 480)","(None, 14, 14, 128)",conv4_block8_0_relu,61440,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block8_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block8_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block8_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block8_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block8_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block8_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block8_concat,Concatenate,"[(None, 14, 14, 480), (None, 14, 14, 32)]","(None, 14, 14, 512)",conv4_block7_concat/conv4_block8_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block9_0_bn,BatchNormalization,"(None, 14, 14, 512)","(None, 14, 14, 512)",conv4_block8_concat,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block9_0_relu,Activation,"(None, 14, 14, 512)","(None, 14, 14, 512)",conv4_block9_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block9_1_conv,Conv2D,"(None, 14, 14, 512)","(None, 14, 14, 128)",conv4_block9_0_relu,65536,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block9_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block9_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block9_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block9_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block9_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block9_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block9_concat,Concatenate,"[(None, 14, 14, 512), (None, 14, 14, 32)]","(None, 14, 14, 544)",conv4_block8_concat/conv4_block9_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block10_0_bn,BatchNormalization,"(None, 14, 14, 544)","(None, 14, 14, 544)",conv4_block9_concat,2176,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block10_0_relu,Activation,"(None, 14, 14, 544)","(None, 14, 14, 544)",conv4_block10_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block10_1_conv,Conv2D,"(None, 14, 14, 544)","(None, 14, 14, 128)",conv4_block10_0_relu,69632,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block10_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block10_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block10_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block10_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block10_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block10_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block10_concat,Concatenate,"[(None, 14, 14, 544), (None, 14, 14, 32)]","(None, 14, 14, 576)",conv4_block9_concat/conv4_block10_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block11_0_bn,BatchNormalization,"(None, 14, 14, 576)","(None, 14, 14, 576)",conv4_block10_concat,2304,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block11_0_relu,Activation,"(None, 14, 14, 576)","(None, 14, 14, 576)",conv4_block11_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block11_1_conv,Conv2D,"(None, 14, 14, 576)","(None, 14, 14, 128)",conv4_block11_0_relu,73728,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block11_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block11_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block11_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block11_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block11_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block11_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block11_concat,Concatenate,"[(None, 14, 14, 576), (None, 14, 14, 32)]","(None, 14, 14, 608)",conv4_block10_concat/conv4_block11_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block12_0_bn,BatchNormalization,"(None, 14, 14, 608)","(None, 14, 14, 608)",conv4_block11_concat,2432,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block12_0_relu,Activation,"(None, 14, 14, 608)","(None, 14, 14, 608)",conv4_block12_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block12_1_conv,Conv2D,"(None, 14, 14, 608)","(None, 14, 14, 128)",conv4_block12_0_relu,77824,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block12_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block12_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block12_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block12_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block12_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block12_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block12_concat,Concatenate,"[(None, 14, 14, 608), (None, 14, 14, 32)]","(None, 14, 14, 640)",conv4_block11_concat/conv4_block12_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block13_0_bn,BatchNormalization,"(None, 14, 14, 640)","(None, 14, 14, 640)",conv4_block12_concat,2560,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block13_0_relu,Activation,"(None, 14, 14, 640)","(None, 14, 14, 640)",conv4_block13_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block13_1_conv,Conv2D,"(None, 14, 14, 640)","(None, 14, 14, 128)",conv4_block13_0_relu,81920,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block13_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block13_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block13_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block13_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block13_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block13_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block13_concat,Concatenate,"[(None, 14, 14, 640), (None, 14, 14, 32)]","(None, 14, 14, 672)",conv4_block12_concat/conv4_block13_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block14_0_bn,BatchNormalization,"(None, 14, 14, 672)","(None, 14, 14, 672)",conv4_block13_concat,2688,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block14_0_relu,Activation,"(None, 14, 14, 672)","(None, 14, 14, 672)",conv4_block14_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block14_1_conv,Conv2D,"(None, 14, 14, 672)","(None, 14, 14, 128)",conv4_block14_0_relu,86016,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block14_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block14_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block14_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block14_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block14_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block14_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block14_concat,Concatenate,"[(None, 14, 14, 672), (None, 14, 14, 32)]","(None, 14, 14, 704)",conv4_block13_concat/conv4_block14_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block15_0_bn,BatchNormalization,"(None, 14, 14, 704)","(None, 14, 14, 704)",conv4_block14_concat,2816,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block15_0_relu,Activation,"(None, 14, 14, 704)","(None, 14, 14, 704)",conv4_block15_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block15_1_conv,Conv2D,"(None, 14, 14, 704)","(None, 14, 14, 128)",conv4_block15_0_relu,90112,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block15_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block15_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block15_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block15_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block15_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block15_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block15_concat,Concatenate,"[(None, 14, 14, 704), (None, 14, 14, 32)]","(None, 14, 14, 736)",conv4_block14_concat/conv4_block15_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block16_0_bn,BatchNormalization,"(None, 14, 14, 736)","(None, 14, 14, 736)",conv4_block15_concat,2944,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block16_0_relu,Activation,"(None, 14, 14, 736)","(None, 14, 14, 736)",conv4_block16_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block16_1_conv,Conv2D,"(None, 14, 14, 736)","(None, 14, 14, 128)",conv4_block16_0_relu,94208,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block16_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block16_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block16_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block16_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block16_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block16_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block16_concat,Concatenate,"[(None, 14, 14, 736), (None, 14, 14, 32)]","(None, 14, 14, 768)",conv4_block15_concat/conv4_block16_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block17_0_bn,BatchNormalization,"(None, 14, 14, 768)","(None, 14, 14, 768)",conv4_block16_concat,3072,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block17_0_relu,Activation,"(None, 14, 14, 768)","(None, 14, 14, 768)",conv4_block17_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block17_1_conv,Conv2D,"(None, 14, 14, 768)","(None, 14, 14, 128)",conv4_block17_0_relu,98304,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block17_1_bn,BatchNormalization,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block17_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block17_1_relu,Activation,"(None, 14, 14, 128)","(None, 14, 14, 128)",conv4_block17_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block17_2_conv,Conv2D,"(None, 14, 14, 128)","(None, 14, 14, 32)",conv4_block17_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv4_block17_concat,Concatenate,"[(None, 14, 14, 768), (None, 14, 14, 32)]","(None, 14, 14, 800)",conv4_block16_concat/conv4_block17_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv4_block18_0_bn,BatchNormalization,"(None, 14, 14, 800)","(None, 14, 14, 800)",conv4_block17_concat,3200,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv4_block18_0_relu,Activation,"(None, 14, 14, 800)","(None, 14, 14, 800)",conv4_block18_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv4_block18_1_conv,Conv2D,"(None, 14, 14, 800)","(None, 14, 14, 128)",conv4_block18_0_relu,102400,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
